id,gender,mask_type,age,age_group,path,fname,deepface_bbox_h,deepface_bbox_w,deepface_bbox_x,deepface_bbox_y,ans
000685,0,0,19,0,000685_male_Asian_19,/opt/ml/input/data/train/images/000685_male_Asian_19/mask5.jpg,249.5,191.75,94.0,117.0,0
000685,0,2,19,0,000685_male_Asian_19,/opt/ml/input/data/train/images/000685_male_Asian_19/normal.jpg,223.4,179.6,103.2,127.4,12
001003,0,1,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/incorrect_mask.jpg,169.6,141.2,104.0,200.0,6
001003,0,0,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/mask1.jpg,168.0,136.0,107.75,203.25,0
001003,0,0,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/mask2.jpg,167.8,140.8,105.4,201.4,0
001003,0,0,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/mask3.jpg,168.66666666666666,128.66666666666666,116.33333333333331,201.66666666666663,0
001003,0,0,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/mask4.jpg,158.0,125.75,116.0,212.25,0
001003,0,0,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/mask5.jpg,173.33333333333337,130.0,114.66666666666669,184.33333333333331,0
001003,0,2,24,0,001003_male_Asian_24,/opt/ml/input/data/train/images/001003_male_Asian_24/normal.jpg,177.2,146.0,108.0,182.0,12
001005,0,1,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/incorrect_mask.jpg,232.25,195.0,85.0,122.5,6
001005,0,0,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/mask1.jpg,247.0,188.33333333333331,82.66666666666667,112.66666666666669,0
001005,0,0,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/mask2.jpg,204.8,181.0,88.4,142.0,0
001005,0,0,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/mask3.jpg,245.0,202.75,79.0,133.0,0
001005,0,0,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/mask4.jpg,200.0,170.25,110.0,146.75,0
001005,0,0,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/mask5.jpg,191.66666666666663,159.0,110.0,154.33333333333334,0
001005,0,2,24,0,001005_male_Asian_24,/opt/ml/input/data/train/images/001005_male_Asian_24/normal.jpg,227.0,196.0,83.2,120.4,12
001014,0,1,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/incorrect_mask.jpg,177.66666666666663,138.33333333333334,105.33333333333331,124.0,6
001014,0,0,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/mask1.jpg,208.5,175.25,96.5,126.5,0
001014,0,0,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/mask2.jpg,174.5,150.5,110.0,127.5,0
001014,0,0,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/mask3.jpg,234.33333333333331,184.66666666666663,94.33333333333331,123.66666666666669,0
001014,0,0,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/mask4.jpg,196.5,167.5,89.0,139.0,0
001014,0,0,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/mask5.jpg,179.0,154.0,107.66666666666669,124.33333333333331,0
001014,0,2,19,0,001014_male_Asian_19,/opt/ml/input/data/train/images/001014_male_Asian_19/normal.jpg,177.0,148.6,103.0,142.0,12
001016,0,1,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/incorrect_mask.jpg,205.6,176.4,98.2,115.2,6
001016,0,0,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/mask1.jpg,222.25,185.25,78.75,126.25,0
001016,0,0,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/mask2.jpg,189.4,167.2,103.0,147.0,0
001016,0,0,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/mask3.jpg,210.25,173.0,91.5,126.25,0
001016,0,0,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/mask4.jpg,189.75,163.0,108.75,132.0,0
001016,0,0,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/mask5.jpg,185.5,167.0,108.0,140.25,0
001016,0,2,26,0,001016_male_Asian_26,/opt/ml/input/data/train/images/001016_male_Asian_26/normal.jpg,170.6,145.8,103.8,144.0,12
001017,0,1,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/incorrect_mask.jpg,218.0,174.0,87.0,211.0,6
001017,0,0,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/mask1.jpg,206.33333333333331,163.66666666666666,107.33333333333331,202.0,0
001017,0,0,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/mask2.jpg,216.66666666666663,167.0,86.33333333333331,205.0,0
001017,0,0,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/mask3.jpg,209.33333333333331,163.66666666666666,108.33333333333331,209.66666666666663,0
001017,0,0,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/mask4.jpg,215.66666666666663,160.66666666666666,102.66666666666669,202.66666666666663,0
001017,0,0,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/mask5.jpg,206.33333333333331,165.33333333333334,91.66666666666669,203.33333333333331,0
001017,0,2,24,0,001017_male_Asian_24,/opt/ml/input/data/train/images/001017_male_Asian_24/normal.jpg,211.6,171.6,103.2,203.2,12
001019,0,1,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/incorrect_mask.jpg,196.25,155.25,101.75,143.75,6
001019,0,0,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/mask1.jpg,237.33333333333331,171.33333333333334,95.0,121.33333333333331,0
001019,0,0,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/mask2.jpg,176.4,148.6,106.8,140.0,0
001019,0,0,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/mask3.jpg,206.66666666666663,156.66666666666666,108.33333333333331,124.33333333333331,0
001019,0,0,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/mask4.jpg,203.0,154.33333333333334,106.0,136.0,0
001019,0,0,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/mask5.jpg,183.0,140.66666666666666,105.66666666666669,132.33333333333334,0
001019,0,2,29,0,001019_male_Asian_29,/opt/ml/input/data/train/images/001019_male_Asian_29/normal.jpg,165.0,134.4,112.8,146.6,12
001022,0,1,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/incorrect_mask.jpg,177.33333333333337,141.33333333333334,113.66666666666669,155.33333333333334,6
001022,0,0,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/mask1.jpg,198.33333333333331,159.0,108.33333333333331,124.33333333333331,0
001022,0,0,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/mask2.jpg,193.66666666666663,157.66666666666666,107.66666666666669,136.66666666666666,0
001022,0,0,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/mask3.jpg,191.66666666666663,160.66666666666666,103.0,124.33333333333331,0
001022,0,0,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/mask4.jpg,212.0,173.66666666666663,100.0,133.66666666666666,0
001022,0,0,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/mask5.jpg,165.0,140.0,111.33333333333331,144.66666666666666,0
001022,0,2,21,0,001022_male_Asian_21,/opt/ml/input/data/train/images/001022_male_Asian_21/normal.jpg,159.8,135.6,111.2,128.0,12
001023,0,1,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/incorrect_mask.jpg,173.0,145.25,121.75,178.75,6
001023,0,0,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/mask1.jpg,228.0,191.75,93.0,135.5,0
001023,0,0,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/mask2.jpg,197.75,168.5,101.5,150.5,0
001023,0,0,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/mask3.jpg,239.33333333333331,192.33333333333331,87.33333333333331,147.0,0
001023,0,0,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/mask4.jpg,229.33333333333331,180.0,86.33333333333331,151.0,0
001023,0,0,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/mask5.jpg,240.0,196.33333333333331,93.0,151.33333333333334,0
001023,0,2,19,0,001023_male_Asian_19,/opt/ml/input/data/train/images/001023_male_Asian_19/normal.jpg,200.8,172.0,97.2,162.0,12
001025,0,1,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/incorrect_mask.jpg,188.66666666666663,158.0,106.66666666666669,188.0,6
001025,0,0,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/mask1.jpg,203.0,169.0,103.66666666666669,120.0,0
001025,0,0,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/mask2.jpg,184.33333333333331,153.66666666666666,100.0,180.33333333333331,0
001025,0,0,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/mask3.jpg,198.33333333333331,160.66666666666666,101.0,136.33333333333334,0
001025,0,0,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/mask4.jpg,195.5,166.0,110.0,169.0,0
001025,0,0,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/mask5.jpg,216.66666666666663,180.0,94.66666666666669,169.0,0
001025,0,2,19,0,001025_male_Asian_19,/opt/ml/input/data/train/images/001025_male_Asian_19/normal.jpg,203.6,176.2,82.2,145.8,12
001026-1,0,1,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/incorrect_mask.jpg,184.5,149.25,121.75,179.0,6
001026-1,0,0,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/mask1.jpg,193.66666666666663,150.33333333333334,108.0,179.66666666666663,0
001026-1,0,0,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/mask2.jpg,206.5,174.75,99.5,179.5,0
001026-1,0,0,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/mask3.jpg,205.0,159.0,108.66666666666669,178.0,0
001026-1,0,0,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/mask4.jpg,208.0,155.0,104.33333333333331,175.66666666666663,0
001026-1,0,0,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/mask5.jpg,172.33333333333337,137.33333333333334,116.0,158.0,0
001026-1,0,2,25,0,001026-1_male_Asian_25,/opt/ml/input/data/train/images/001026-1_male_Asian_25/normal.jpg,193.6,158.4,108.8,152.8,12
001030,0,1,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/incorrect_mask.jpg,181.66666666666663,131.0,151.66666666666666,134.66666666666666,6
001030,0,0,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/mask1.jpg,214.25,167.5,103.5,134.25,0
001030,0,0,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/mask2.jpg,187.5,150.25,112.75,140.25,0
001030,0,0,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/mask3.jpg,227.33333333333331,167.33333333333334,108.33333333333331,107.0,0
001030,0,0,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/mask4.jpg,182.25,144.25,109.75,146.5,0
001030,0,0,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/mask5.jpg,214.5,170.5,98.75,121.25,0
001030,0,2,26,0,001030_male_Asian_26,/opt/ml/input/data/train/images/001030_male_Asian_26/normal.jpg,180.2,144.4,102.6,160.0,12
001034,0,1,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/incorrect_mask.jpg,214.5,174.5,100.0,155.5,6
001034,0,0,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/mask1.jpg,248.33333333333331,184.66666666666663,90.33333333333331,144.66666666666666,0
001034,0,0,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/mask2.jpg,213.75,180.5,103.5,164.0,0
001034,0,0,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/mask3.jpg,238.66666666666663,183.33333333333331,92.66666666666669,166.33333333333334,0
001034,0,0,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/mask4.jpg,260.3333333333333,188.0,100.66666666666669,148.0,0
001034,0,0,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/mask5.jpg,194.75,163.0,92.0,147.75,0
001034,0,2,27,0,001034_male_Asian_27,/opt/ml/input/data/train/images/001034_male_Asian_27/normal.jpg,247.2,203.6,78.8,147.6,12
001037,0,1,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/incorrect_mask.jpg,249.2,203.8,103.4,129.0,6
001037,0,0,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/mask1.jpg,251.33333333333331,191.0,108.66666666666669,136.33333333333334,0
001037,0,0,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/mask2.jpg,258.0,189.33333333333331,98.66666666666669,145.33333333333334,0
001037,0,0,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/mask3.jpg,260.6666666666667,198.33333333333331,97.0,130.0,0
001037,0,0,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/mask4.jpg,270.3333333333333,199.66666666666663,109.33333333333331,136.33333333333334,0
001037,0,0,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/mask5.jpg,244.66666666666663,190.0,84.0,144.33333333333334,0
001037,0,2,18,0,001037_male_Asian_18,/opt/ml/input/data/train/images/001037_male_Asian_18/normal.jpg,227.4,182.4,111.2,123.6,12
001038-1,0,1,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/incorrect_mask.jpg,203.0,172.2,113.0,154.2,6
001038-1,0,0,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/mask1.jpg,205.66666666666663,157.33333333333334,108.0,160.0,0
001038-1,0,0,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/mask2.jpg,213.4,180.8,99.6,171.4,0
001038-1,0,0,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/mask3.jpg,206.25,171.0,103.0,187.0,0
001038-1,0,0,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/mask4.jpg,209.0,168.5,104.5,177.0,0
001038-1,0,0,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/mask5.jpg,198.5,159.0,112.0,179.0,0
001038-1,0,2,20,0,001038-1_male_Asian_20,/opt/ml/input/data/train/images/001038-1_male_Asian_20/normal.jpg,193.0,158.8,117.4,141.0,12
001042,0,1,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/incorrect_mask.jpg,193.0,163.6,106.2,162.2,6
001042,0,0,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/mask1.jpg,292.3333333333333,204.66666666666663,77.33333333333333,140.33333333333334,0
001042,0,0,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/mask2.jpg,262.25,212.75,65.5,150.0,0
001042,0,0,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/mask3.jpg,236.66666666666663,183.66666666666663,92.0,122.33333333333331,0
001042,0,0,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/mask4.jpg,198.66666666666663,151.0,111.0,170.33333333333334,0
001042,0,0,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/mask5.jpg,218.2,184.4,79.6,131.2,0
001042,0,2,19,0,001042_male_Asian_19,/opt/ml/input/data/train/images/001042_male_Asian_19/normal.jpg,220.6,183.0,98.6,147.2,12
001043-1,0,1,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/incorrect_mask.jpg,179.75,147.75,118.0,202.25,6
001043-1,0,0,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/mask1.jpg,184.33333333333331,143.0,111.0,196.66666666666663,0
001043-1,0,0,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/mask2.jpg,187.0,141.66666666666666,107.66666666666669,198.0,0
001043-1,0,0,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/mask3.jpg,180.66666666666663,138.66666666666666,110.0,197.33333333333331,0
001043-1,0,0,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/mask4.jpg,180.33333333333331,137.66666666666666,113.0,196.0,0
001043-1,0,0,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/mask5.jpg,170.66666666666666,128.33333333333334,110.0,201.66666666666663,0
001043-1,0,2,23,0,001043-1_male_Asian_23,/opt/ml/input/data/train/images/001043-1_male_Asian_23/normal.jpg,178.2,149.2,105.8,197.0,12
001045,0,1,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/incorrect_mask.jpg,219.0,177.66666666666663,101.0,175.66666666666663,6
001045,0,0,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/mask1.jpg,240.25,200.25,94.5,177.75,0
001045,0,0,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/mask2.jpg,218.25,181.25,95.0,171.0,0
001045,0,0,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/mask3.jpg,243.33333333333331,189.0,86.0,159.33333333333334,0
001045,0,0,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/mask4.jpg,226.5,184.5,86.25,178.75,0
001045,0,0,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/mask5.jpg,266.3333333333333,205.33333333333331,84.33333333333333,149.33333333333334,0
001045,0,2,19,0,001045_male_Asian_19,/opt/ml/input/data/train/images/001045_male_Asian_19/normal.jpg,218.0,181.0,105.0,176.2,12
001047-1,0,1,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/incorrect_mask.jpg,193.4,168.4,97.2,174.8,6
001047-1,0,0,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/mask1.jpg,203.33333333333331,165.66666666666666,99.66666666666669,169.33333333333334,0
001047-1,0,0,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/mask2.jpg,217.8,189.6,78.4,176.6,0
001047-1,0,0,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/mask3.jpg,218.75,184.5,88.25,171.75,0
001047-1,0,0,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/mask4.jpg,215.5,178.25,92.25,171.5,0
001047-1,0,0,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/mask5.jpg,184.33333333333331,167.0,88.33333333333331,176.33333333333337,0
001047-1,0,2,20,0,001047-1_male_Asian_20,/opt/ml/input/data/train/images/001047-1_male_Asian_20/normal.jpg,210.6,175.4,104.6,174.8,12
001050,0,1,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/incorrect_mask.jpg,174.75,148.25,101.5,155.5,6
001050,0,0,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/mask1.jpg,205.25,160.0,107.0,132.25,0
001050,0,0,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/mask2.jpg,210.33333333333331,166.33333333333334,117.66666666666669,158.0,0
001050,0,0,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/mask3.jpg,242.0,181.33333333333331,109.66666666666669,112.33333333333331,0
001050,0,0,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/mask4.jpg,219.5,174.0,107.75,153.25,0
001050,0,0,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/mask5.jpg,242.66666666666663,178.33333333333337,115.0,150.66666666666666,0
001050,0,2,19,0,001050_male_Asian_19,/opt/ml/input/data/train/images/001050_male_Asian_19/normal.jpg,175.6,147.0,108.70833333333334,151.95833333333331,12
001053,0,1,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/incorrect_mask.jpg,213.6,174.0,92.6,143.6,6
001053,0,0,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/mask1.jpg,210.0,172.5,103.25,150.75,0
001053,0,0,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/mask2.jpg,215.6,182.0,100.6,153.8,0
001053,0,0,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/mask3.jpg,226.0,193.0,90.6,140.0,0
001053,0,0,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/mask4.jpg,232.0,190.5,87.0,157.5,0
001053,0,0,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/mask5.jpg,215.0,174.0,98.33333333333331,156.0,0
001053,0,2,26,0,001053_male_Asian_26,/opt/ml/input/data/train/images/001053_male_Asian_26/normal.jpg,222.8,177.6,86.8,142.0,12
001061,0,1,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/incorrect_mask.jpg,194.4,159.8,109.8,159.2,6
001061,0,0,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/mask1.jpg,181.0,146.75,122.0,163.75,0
001061,0,0,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/mask2.jpg,193.2,160.4,119.4,174.2,0
001061,0,0,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/mask3.jpg,214.0,171.5,105.5,164.25,0
001061,0,0,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/mask4.jpg,216.8,180.0,92.8,156.0,0
001061,0,0,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/mask5.jpg,198.33333333333331,161.66666666666666,104.0,161.0,0
001061,0,2,25,0,001061_male_Asian_25,/opt/ml/input/data/train/images/001061_male_Asian_25/normal.jpg,198.0,158.6,114.6,167.6,12
001065,0,1,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/incorrect_mask.jpg,180.4,158.6,115.2,197.8,6
001065,0,0,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/mask1.jpg,160.0,128.25,115.0,214.25,0
001065,0,0,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/mask2.jpg,202.0,175.4,107.2,178.8,0
001065,0,0,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/mask3.jpg,204.5,168.0,109.75,179.5,0
001065,0,0,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/mask4.jpg,178.0,145.8,111.6,183.0,0
001065,0,0,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/mask5.jpg,158.25,135.75,113.75,183.25,0
001065,0,2,26,0,001065_male_Asian_26,/opt/ml/input/data/train/images/001065_male_Asian_26/normal.jpg,189.4,161.8,117.2,196.6,12
001067,0,1,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/incorrect_mask.jpg,166.8,139.6,129.0,171.8,6
001067,0,0,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/mask1.jpg,168.25,135.75,125.75,184.5,0
001067,0,0,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/mask2.jpg,207.6,176.0,102.8,155.6,0
001067,0,0,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/mask3.jpg,215.0,173.25,101.75,156.25,0
001067,0,0,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/mask4.jpg,209.5,165.75,112.75,153.25,0
001067,0,0,24,0,001067_male_Asian_24,/opt/ml/input/data/train/images/001067_male_Asian_24/mask5.jpg,208.33333333333331,166.0,114.0,150.66666666666666,0
