id,gender,mask_type,age,age_group,path,fname,deepface_bbox_h,deepface_bbox_w,deepface_bbox_x,deepface_bbox_y,ans
000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,000015_male_Asian_55/mask5.jpg,213.5,164.75,111.75,129.5,1
000015,male,not_wear,55,>= 30 and < 60,000015_male_Asian_55,000015_male_Asian_55/normal.jpg,226.4,180.6,83.2,143.2,13
000016,female,incorrect,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/incorrect_mask.jpg,169.6,143.6,110.725,144.66666666666669,10
000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/mask1.jpg,184.3333333333333,142.0,109.66666666666669,136.66666666666666,4
000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/mask2.jpg,171.75,145.25,101.0,170.75,4
000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/mask3.jpg,157.4,137.8,110.2,155.0,4
000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/mask4.jpg,209.66666666666663,157.33333333333334,120.66666666666669,143.33333333333334,4
000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/mask5.jpg,179.25,147.5,111.25,122.25,4
000016,female,not_wear,58,>= 30 and < 60,000016_female_Asian_58,000016_female_Asian_58/normal.jpg,170.4,138.2,123.4,146.0,16
000018,female,incorrect,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/incorrect_mask.jpg,157.0,146.0,92.76666666666664,145.525,10
000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/mask1.jpg,226.66666666666663,168.0,94.33333333333331,124.66666666666669,4
000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/mask2.jpg,180.8,158.0,91.2,148.8,4
000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/mask3.jpg,201.75,171.5,95.75,160.75,4
000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/mask4.jpg,193.0,153.0,100.5,155.25,4
000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/mask5.jpg,185.75,154.0,87.25,142.25,4
000018,female,not_wear,59,>= 30 and < 60,000018_female_Asian_59,000018_female_Asian_59/normal.jpg,213.4,174.4,79.2,126.8,16
000019,female,incorrect,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/incorrect_mask.jpg,155.5,124.0,119.5,137.0,10
000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/mask1.jpg,222.66666666666663,159.0,107.0,119.0,4
000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/mask2.jpg,169.33333333333334,130.0,109.33333333333331,175.0,4
000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/mask3.jpg,180.0,148.25,118.25,160.75,4
000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/mask4.jpg,183.3333333333333,139.0,121.33333333333331,146.0,4
000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/mask5.jpg,186.5,147.25,111.25,116.25,4
000019,female,not_wear,57,>= 30 and < 60,000019_female_Asian_57,000019_female_Asian_57/normal.jpg,164.2,136.0,109.0,172.2,16
000020,female,not_wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/incorrect_mask.jpg,160.4,129.2,121.6,132.8,16
000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/mask1.jpg,178.0,139.25,142.5,132.0,4
000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/mask2.jpg,166.4,142.2,108.8,149.4,4
000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/mask3.jpg,175.5,142.25,107.75,133.75,4
000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/mask4.jpg,177.66666666666666,135.33333333333334,115.66666666666669,133.66666666666666,4
000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/mask5.jpg,161.0,134.8,125.2,144.4,4
000020,female,incorrect,50,>= 30 and < 60,000020_female_Asian_50,000020_female_Asian_50/normal.jpg,165.0,140.0,109.8,149.8,10
000021,female,incorrect,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/incorrect_mask.jpg,157.45833333333334,130.69166666666666,122.0,161.84166666666667,10
000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/mask1.jpg,138.75,110.75,139.0,159.25,4
000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/mask2.jpg,153.6,131.2,124.4,136.0,4
000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/mask3.jpg,159.4,134.4,122.4,165.8,4
000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/mask4.jpg,182.6,153.8,123.3,160.54583333333335,4
000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/mask5.jpg,161.2,133.0,122.2,169.8,4
000021,female,not_wear,54,>= 30 and < 60,000021_female_Asian_54,000021_female_Asian_54/normal.jpg,149.2,121.0,124.2,128.8,16
000022,female,incorrect,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/incorrect_mask.jpg,190.5,154.0,102.75,168.0,10
000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/mask1.jpg,198.3333333333333,143.66666666666666,115.33333333333331,168.33333333333334,4
000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/mask2.jpg,214.75,181.75,82.25,145.75,4
000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/mask3.jpg,185.0,147.66666666666666,91.33333333333331,158.66666666666666,4
000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/mask4.jpg,223.3333333333333,185.0,86.0,132.0,4
000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/mask5.jpg,181.75,147.0,105.25,164.75,4
000022,female,not_wear,58,>= 30 and < 60,000022_female_Asian_58,000022_female_Asian_58/normal.jpg,94.4,78.2,97.04166666666666,161.70833333333331,16
000023,female,incorrect,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/incorrect_mask.jpg,176.75,135.75,108.75,190.0,10
000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/mask1.jpg,181.3333333333333,135.66666666666666,98.66666666666669,157.66666666666666,4
000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/mask2.jpg,190.25,153.5,85.5,152.25,4
000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/mask3.jpg,194.66666666666663,148.33333333333334,109.0,141.0,4
000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/mask4.jpg,192.66666666666663,147.0,105.33333333333331,149.66666666666666,4
000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/mask5.jpg,203.0,147.0,104.0,146.33333333333334,4
000023,female,not_wear,55,>= 30 and < 60,000023_female_Asian_55,000023_female_Asian_55/normal.jpg,137.2,113.4,139.0,181.8,16
000024,female,incorrect,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/incorrect_mask.jpg,201.0,160.0,112.33333333333331,156.0,10
000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/mask1.jpg,198.5,165.0,99.0,166.0,4
000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/mask2.jpg,222.3333333333333,178.33333333333334,95.33333333333331,141.66666666666666,4
000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/mask3.jpg,189.3333333333333,155.66666666666666,102.33333333333331,170.0,4
000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/mask4.jpg,198.0,171.0,91.66666666666669,173.33333333333334,4
000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/mask5.jpg,181.0,141.66666666666666,109.66666666666669,165.0,4
000024,female,not_wear,58,>= 30 and < 60,000024_female_Asian_58,000024_female_Asian_58/normal.jpg,175.6,149.0,118.0,147.4,16
000025,female,incorrect,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/incorrect_mask.jpg,167.0,136.6,127.2,198.6,10
000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/mask1.jpg,175.33333333333334,128.66666666666666,132.0,146.66666666666666,4
000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/mask2.jpg,148.25,125.75,104.25,178.75,4
000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/mask3.jpg,170.0,148.8,88.8,150.4,4
000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/mask4.jpg,174.25,143.25,103.0,172.5,4
000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/mask5.jpg,159.5,129.0,124.75,148.0,4
000025,female,not_wear,49,>= 30 and < 60,000025_female_Asian_49,000025_female_Asian_49/normal.jpg,161.4,129.4,128.8,155.0,16
000026,female,incorrect,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/incorrect_mask.jpg,162.0,130.66666666666666,115.66666666666669,173.66666666666666,10
000026,female,wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/mask1.jpg,159.33333333333334,127.33333333333331,136.33333333333334,165.0,4
000026,female,wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/mask2.jpg,154.5,129.5,110.5,162.0,4
000026,female,wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/mask3.jpg,174.4,153.2,89.0,181.2,4
000026,female,wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/mask4.jpg,170.5,146.0,113.5,157.0,4
000026,female,wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/mask5.jpg,142.2,121.0,127.2,182.8,4
000026,female,not_wear,56,>= 30 and < 60,000026_female_Asian_56,000026_female_Asian_56/normal.jpg,206.0,172.2,103.6,124.0,16
000028,female,incorrect,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/incorrect_mask.jpg,195.0,156.6,98.6,151.8,10
000028,female,wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/mask1.jpg,207.5,159.5,113.75,142.5,4
000028,female,wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/mask2.jpg,208.75,170.25,90.75,197.5,4
000028,female,wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/mask3.jpg,211.2,181.0,98.4,176.6,4
000028,female,wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/mask4.jpg,181.5,144.0,108.75,155.25,4
000028,female,wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/mask5.jpg,215.2,177.8,83.2,139.6,4
000028,female,not_wear,58,>= 30 and < 60,000028_female_Asian_58,000028_female_Asian_58/normal.jpg,200.2,161.4,89.0,120.0,16
000029,female,incorrect,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/incorrect_mask.jpg,189.0,146.0,110.66666666666669,135.66666666666666,10
000029,female,wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/mask1.jpg,197.66666666666663,151.0,88.33333333333333,154.66666666666666,4
000029,female,wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/mask2.jpg,168.0,137.66666666666666,113.33333333333331,178.66666666666666,4
000029,female,wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/mask3.jpg,212.0,164.66666666666666,78.0,143.66666666666666,4
000029,female,wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/mask4.jpg,172.33333333333334,137.33333333333334,99.66666666666669,173.66666666666666,4
000029,female,wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/mask5.jpg,226.6,191.8,75.8,165.8,4
000029,female,not_wear,58,>= 30 and < 60,000029_female_Asian_58,000029_female_Asian_58/normal.jpg,162.6,136.6,101.8,169.2,16
000030,female,incorrect,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/incorrect_mask.jpg,194.6,159.8,106.4,132.6,10
000030,female,wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/mask1.jpg,225.0,174.5,104.75,116.5,4
000030,female,wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/mask2.jpg,200.25,172.0,79.5,133.0,4
000030,female,wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/mask3.jpg,222.66666666666663,180.3333333333333,95.66666666666669,80.0,4
000030,female,wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/mask4.jpg,248.0,201.75,79.25,126.75,4
000030,female,wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/mask5.jpg,245.2,205.2,79.6,165.8,4
000030,female,not_wear,55,>= 30 and < 60,000030_female_Asian_55,000030_female_Asian_55/normal.jpg,174.4,142.4,107.2,113.2,16
000031,female,incorrect,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/incorrect_mask.jpg,192.0,151.5,109.0,163.75,10
000031,female,wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/mask1.jpg,223.3333333333333,163.0,84.66666666666667,157.0,4
000031,female,wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/mask2.jpg,191.4,160.8,98.8,188.0,4
000031,female,wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/mask3.jpg,188.0,162.6,98.4,167.2,4
000031,female,wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/mask4.jpg,197.25,165.75,94.5,162.75,4
000031,female,wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/mask5.jpg,190.6,155.8,82.2,176.0,4
000031,female,not_wear,54,>= 30 and < 60,000031_female_Asian_54,000031_female_Asian_54/normal.jpg,180.6,146.6,104.2,180.0,16
000033,male,incorrect,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/incorrect_mask.jpg,196.5,148.75,111.75,122.25,7
000033,male,wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/mask1.jpg,184.0,129.0,122.0,141.0,1
000033,male,wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/mask2.jpg,214.5,170.0,89.25,155.25,1
000033,male,wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/mask3.jpg,206.25,164.0,91.0,158.5,1
000033,male,wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/mask4.jpg,200.66666666666663,138.66666666666666,111.33333333333331,149.0,1
000033,male,wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/mask5.jpg,200.0,162.0,102.0,155.4,1
000033,male,not_wear,57,>= 30 and < 60,000033_male_Asian_57,000033_male_Asian_57/normal.jpg,161.0,123.8,127.6,137.6,13
